7.40409	0.677178
7.40409	0.677178
7.40409	0.677178
7.40409	0.677178
6.70133	0.664925
7.48618	0.660529
7.48618	0.660529
7.48618	0.660529
7.48618	0.660529
7.48618	0.660529
9.24991	0.880928
65.8636	5.13409
65.8636	5.13409
65.8636	5.13409
67.8638	5.32714
68.1012	5.3544
68.8007	5.43096
69.7948	5.53308
70.9611	5.69951
70.9611	5.69951
74.8966	6.09144
74.8966	6.09144
74.8966	6.09144
76.7419	6.2934
76.7419	6.2934
76.7781	6.29736
76.7781	6.29736
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
76.8867	6.30924
