0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Risk	Income
0	0	0	0	177	0	237	0	0	0	0	0	0	50	234	268	0	0	0	0	168	0	50	235	0	233	0	0	0	0	0	76.906	6.390280000000001
0	0	65	86	178	0	229	0	0	0	0	0	0	0	0	0	0	0	0	57	169	0	0	235	227	0	256	0	0	0	0	76.1633	6.09744
0	0	0	0	176	0	187	0	0	0	0	0	0	0	230	0	59	0	0	0	170	0	0	235	237	194	0	0	0	90	0	76.0195	6.4332
0	0	0	85	182	0	237	0	0	0	0	76	69	0	0	279	0	0	0	0	171	0	0	0	225	0	252	0	0	0	0	76.0111	5.61527
0	0	0	0	173	0	237	0	0	0	0	74	65	0	0	0	0	0	0	44	172	0	55	231	0	232	249	0	0	0	0	75.2986	6.9204
0	0	0	0	175	0	236	0	0	0	0	0	63	0	231	0	72	0	0	0	171	0	58	0	237	0	252	0	0	0	78	75.2416	6.11425
0	0	0	87	179	0	229	0	0	0	0	73	0	0	0	270	0	0	0	0	0	0	0	233	0	232	255	0	0	0	0	75.0951	6.19457
0	0	0	83	169	65	222	0	0	0	0	0	0	0	234	0	76	0	0	0	0	0	0	224	0	234	251	0	0	0	0	75.0177	6.656160000000001
0	0	0	81	167	0	179	0	89	0	0	0	0	0	0	170	0	0	0	0	136	0	0	235	219	228	0	0	0	0	0	74.8776	6.25355
0	0	128	0	157	0	237	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	56	235	234	0	257	0	0	0	0	74.8284	6.0711699999999995
0	0	0	0	174	66	231	0	0	78	0	0	70	57	0	278	0	0	75	0	0	0	0	236	0	0	250	0	0	0	0	74.7303	5.54061
0	75	0	0	182	0	230	0	90	0	0	0	0	54	235	186	0	0	0	0	0	0	54	0	230	227	0	0	0	0	0	74.6325	6.6393
0	0	0	0	171	0	228	0	0	0	75	0	67	0	231	283	0	0	0	44	0	0	0	0	231	0	249	0	0	0	0	74.4428	5.5126
0	0	192	0	182	0	231	0	0	0	71	0	0	0	226	0	0	61	0	56	0	0	0	0	234	228	0	0	0	0	67	74.1897	6.0802
0	0	0	0	115	0	235	0	0	71	0	0	0	0	225	0	0	0	0	57	146	0	0	182	0	234	255	0	0	65	0	74.1813	6.432259999999999
62	0	0	0	183	0	229	0	0	74	0	0	0	55	0	283	71	0	0	0	0	0	0	229	237	0	0	0	0	86	0	73.7043	4.8482199999999995
0	0	187	0	178	64	191	0	83	0	0	74	0	52	232	0	0	0	0	0	0	0	0	0	237	219	0	0	0	0	0	73.6	6.59086
0	0	0	0	174	0	237	67	0	84	0	0	71	0	0	0	0	60	0	0	0	0	0	234	230	233	0	0	0	0	74	73.5208	6.25742
0	0	0	0	182	0	237	64	81	74	0	0	0	0	0	0	0	0	0	0	0	0	57	235	228	229	0	57	0	0	0	73.4318	6.73353
0	0	0	0	181	0	232	0	0	0	0	0	0	50	0	272	0	0	0	0	0	47	57	224	236	124	0	0	0	84	0	73.4031	5.399719999999999
0	0	185	0	180	0	236	0	0	0	0	0	0	0	230	0	0	0	79	0	0	58	0	227	237	0	0	0	0	83	0	73.403	5.9560699999999995
0	0	0	80	179	0	231	0	84	82	0	70	0	0	0	277	0	0	0	0	0	0	59	229	0	226	0	0	0	0	0	73.3651	6.4051
0	0	185	0	170	0	226	0	87	0	0	0	0	0	226	0	0	52	0	24	0	0	59	233	0	0	245	0	0	0	0	72.788	6.33292
0	0	0	0	181	0	236	0	0	0	0	0	0	0	235	0	71	0	0	0	176	0	56	228	0	226	0	0	57	91	0	72.722	6.737260000000001
0	0	0	0	181	0	0	0	0	84	71	0	0	0	231	274	0	0	73	0	0	0	56	0	223	0	250	0	0	0	78	72.6149	5.59039
0	0	0	0	180	0	238	64	85	0	0	0	0	0	231	284	80	0	75	51	0	0	0	231	0	0	0	0	0	0	0	72.5185	6.00141
0	0	0	0	169	59	236	0	0	0	76	0	70	0	233	0	0	0	0	0	175	0	0	227	236	0	0	0	0	0	0	72.499	5.92743
64	0	0	0	178	0	0	0	79	0	0	0	0	0	0	0	0	0	73	0	167	0	0	232	224	0	257	0	65	0	78	72.4626	6.31918
0	0	0	85	173	0	0	67	0	0	0	0	0	0	235	265	78	0	0	0	173	0	0	222	0	0	256	0	0	0	0	72.2523	5.7461
0	0	184	86	171	0	234	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	236	0	229	251	0	0	0	0	72.0555	5.97846
0	77	0	85	172	0	0	0	0	0	0	0	0	0	225	282	0	49	0	48	167	0	0	0	228	212	0	0	0	0	0	72.0335	5.83477
0	72	0	81	174	0	231	0	85	0	0	0	0	0	0	0	0	58	0	0	0	0	0	236	236	234	0	0	0	0	0	71.9413	6.44681
0	0	191	0	174	0	233	65	0	0	62	0	0	0	233	0	0	46	0	57	0	0	0	0	0	209	253	0	0	0	0	71.8828	6.277909999999999
0	0	0	0	171	0	236	63	0	0	79	0	0	0	0	0	0	0	0	55	0	0	0	227	0	221	256	0	0	83	73	71.8753	6.32311
0	77	191	0	181	0	211	0	0	0	0	0	0	48	235	196	80	0	78	0	0	0	0	0	0	0	248	0	0	0	0	71.8514	5.503019999999999
0	0	0	0	182	70	51	0	0	84	0	0	0	0	0	277	78	0	79	0	0	0	0	0	237	124	251	0	0	0	0	71.7881	5.03641
0	0	0	0	180	0	0	0	0	0	0	74	70	0	234	0	74	0	79	0	0	0	0	0	229	225	256	0	64	0	0	71.7644	6.92855
0	0	0	0	182	0	237	0	0	0	0	69	0	0	0	0	73	0	0	57	0	59	0	223	238	233	0	0	65	0	0	71.7622	6.34811
0	0	0	45	180	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	175	0	0	232	231	0	254	71	0	94	0	71.6399	5.7331199999999995
0	73	0	0	181	0	235	0	0	0	77	0	0	0	235	0	81	0	0	0	0	0	0	0	235	0	254	59	0	0	68	71.6318	5.76225
0	0	191	0	174	0	232	0	0	84	0	0	64	0	0	284	0	0	68	58	0	0	0	0	225	0	93	0	0	0	0	71.6025	4.9206
0	0	93	0	150	0	229	0	82	82	0	0	0	0	0	276	80	0	0	0	0	55	0	195	0	0	256	0	0	0	0	71.5749	4.9619800000000005
77	0	0	86	178	67	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	237	233	0	0	65	0	0	71.5517	6.19221
0	0	0	0	0	0	222	66	0	79	0	79	0	48	228	0	0	0	0	0	169	0	0	231	195	235	0	0	0	0	0	71.4032	5.63745
60	0	0	0	181	0	0	0	0	0	0	72	0	54	0	266	0	0	77	0	0	0	30	228	0	233	252	0	0	0	0	71.2981	6.02196
0	0	0	0	177	0	0	0	0	0	78	0	71	0	225	281	0	52	79	0	0	0	0	225	0	0	257	70	0	0	0	71.2348	5.64692
0	0	0	65	173	0	238	0	0	0	0	0	0	0	0	283	0	0	0	0	72	0	0	0	0	228	258	62	0	86	73	71.2123	5.45541
66	0	167	0	180	66	188	0	0	0	0	78	0	0	0	0	0	0	72	0	172	0	0	0	230	201	0	0	0	0	0	71.1715	5.72743
0	0	83	88	182	0	211	0	0	0	0	0	0	0	0	268	0	57	0	0	0	0	0	0	231	0	251	0	0	99	0	71.072	4.74912
0	0	0	0	173	0	0	0	0	0	0	0	69	0	232	0	0	0	0	46	176	0	0	234	0	225	257	0	0	94	0	71.0679	6.813269999999999
0	0	182	0	180	0	229	0	0	0	74	0	70	0	0	270	0	0	70	0	176	0	0	0	0	0	244	0	0	0	0	71.0642	4.9749300000000005
0	0	0	0	179	0	0	0	0	84	0	72	0	0	0	269	0	47	0	50	0	0	0	197	237	221	0	0	0	99	0	70.9878	5.53437
0	0	167	0	176	0	0	29	0	0	0	0	0	53	232	246	75	0	0	0	136	0	0	235	164	0	0	0	0	0	0	70.9801	5.18279
